datasetid,title,citation,DOI,licence,accessconstraint,abstract,description,contact,include,complete,theme,keyword
6458,Programa Poseidon - Citizen Science Project Results,"ECOAQUA institute, University Las Palmas de Gran Canaria; Spain; (2015): Programa Poseidon - Citizen Science Project Results https://doi.org/10.14284/471", https://doi.org/10.14284/471,CC 0 (No Rights Reserved),NA,"Programa Poseidon is marine biodiversity citizen science project delivered by ECOAQUA Institute, University Las Palmas de Gran Canaria (ECOAQUA), supported by Fundacion Biodiversidad (2014-2015). In 2014 is established web platform, where target groups as scuba divers, whale watchers, environmentalist, etc. could introduce photo, location and other information on observed marine species.  In the period of two years were registered more than 7000 observations by more than 400 users. All the reported observations where validated by ECOAQUA Ichthyology experts team, and finally encoded applying EU-nomen or WORMS classification.","POSEIDON was a citizen science programme for public users to submit sightings of marine species in the Canary Islands (www.programaposeidon.eu). The project was supported by the Fundacion Biodiversidad of the Spanish Ministry of Agriculture, Fisheries and Environment and run between 2014 and 2015. 

The specific objectives of POSEIDON project wer:
1- Enrich official biodiversity database with many hard to collect data from marine and coastal species 
2- Improve scientific knowledge of the distributional pattern of marine species in the all Macaronesian Region and, particularly in each macaronesian archipelago.  

3- Increase the data to assess the seasonality or migratory aspects on certain marine species, linking its presence or absence in a certain archipelago with migratory routes or climate change effects
4- Contribute to disseminate among different sectorial groups, the value of field data collection of marine species and habitats as well as the intrinsic valorization of marine life. 


The online portal required the citizen / volunteer to register marine life sightings using a current email address. The following elements are included in each sighting: GPS coordinate, sighting date, sighting time, dive duration, the minimum depth, the maximum depth, water temperature, species seen, the size of the species (classified into juvenile and adult), the number of individuals seen, whether a photograph was taken and the environment it was seen in. Each sighting is then validated by a researcher in  the Research Institute ECOAQUA of the Univ, of Las Palmas de Gran Canaria to ensure the species reported corresponds with the photo uploaded.""","ecoaqua@gmail.com , Alejandro García Mendoza",FALSE,FALSE,,"Citizen science , Marine species"
6459,"Fish observations delivered by ""Canarias por una Costa Viva"" project","ECOAQUA institute, University Las Palmas de Gran Canaria; Spain; (2015): Fish observations delivered by ""Canarias por una Costa Viva"" project https://doi.org/10.14284/470", https://doi.org/10.14284/470,CC 0 (No Rights Reserved),NA,"The project ‘Canarias, por una costa viva (CCV)’ was an integrated research and educational initiative that run between 2003 – 2004 with the goals of gathering robust scientific information of keystone coastal habitats and the promotion of public awareness about responsible uses of marine resources in the Canary Islands (Central East Atlantic Ocean). Sampling effort has been carried out biannually at 100 locations around the coastlines of the overall Canary Islands. Specifically, we have studied the conservation status of key fish species and their role in their ecosystems. The relationship between the human population, the natural environment and the pressures it supports has been observed in different anthropogenically stressed areas (sewage areas, shell fishing activity, sea-cage fish farms and ports) and preserved areas","""The project ‘Canarias, por una costa viva (CCV)’ was an integrated research and educational initiative that run between 2003 – 2004 with the goals of gathering robust scientific information of keystone coastal habitats and the promotion of public awareness about responsible uses of marine resources in the Canary Islands (Central East Atlantic Ocean). This project was fully supported by the Spanish Ministry of Environment and the scientific activities were mainly conducted by the Biodiversity and Conservation Research Group of the University of Las Palmas de Gran Canaria (part of the Research Institute ECOAQUA).

The scale of the CCV project covered almost during the same period of time the coastlines of the 8 inhabited islands, with two research teams collecting samples in selected coastal stations. The marine research inside CCV focussed on the development of the environmental diagnosis of the Canarian Archipelago’s main littoral ecosystems. We have assessed the ecological processes and environmental quality of the intertidal and subtidal ecosystems (brown algae beds, urchin barrens and seagrass meadows) as well as water quality in coastal areas. Sampling effort has been carried out biannually at 100 locations around the coastlines of the overall Canary Islands. Specifically, we have studied the conservation status of key marine species and their role in their ecosystems. The relationship between the human population, the natural environment and the pressures it supports has been observed in different anthropogenically stressed areas (sewage areas, shell fishing activity, sea-cage fish farms and ports) and preserved areas. 
<br></br>
In the case of the fish, the samples were taken in almost 80 different places along the coast of the Canary Islands. Each location was visited at least 4 times with a six month interval. Two observation points (described as A and B in the dataset) were established at each location and from each point four transects were defined. In each transect the species names, abundance and size were recorded by direct observation. No further information on the transects (such as sample area, transect dimensions o duration, biological density, etc.) was recorded.

Project Data
Project that integrates awareness, education and research programs to publicize the natural and cultural heritage and the state of conservation of the Canarian coast

<br></br>
Title	CANARIAS POR UNA COSTA VIVA
Identifier	unknoun
Sampling Methods
the samples were taken in almost 100 different places along the coast of the Canary Islands. Each location was visited at least 4 times with a six month interval. Two observation points (described as A and B in the dataset) were established at each location and from each point four transects were defined. For each transect, depth, species name, abundance and size was recorded. Abundance and size values are estimated, especially the highest. No further information on the transects (such as sample area, transect dimensions o duration, biological density, etc.) was recorded.

Study Extent	Direct observed fishes by scuba along Canary Islands coast
Quality Control	Very close points (A and B) was settled in order to compare values
Method step description:

sightings was write down in proper sheets a then recorded in excel format","ecoaqua@gmail.com , Alejandro García Mendoza",FALSE,FALSE,Fish,"Biological monitoring , Coastal fisheries , Transect"
6463,"Joint Open Sea Surveys 2016, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)","Grandova M., Terenko G., 
ZotovA.; Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES), Institute of Marine Biology (IMB), Academy of Science of Ukraine; (2020): Joint Open Sea Surveys 2016, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)",NA,CC 0 (No Rights Reserved),NA,"Phytoplankton data: species composition, volume of the cell [µm3], abundance [*1000cells/l], biomass (mg/m3) and Carbon biomass collected during the Joint Open Sea Survey (JOSS UA - GE 2016) in the Black Sea waters (Transects Odessa - Batumi - Constanta) onboard the R/V ""Mare Nigrum"" (Romania) in May-June 2016","Data collected within the EMBLAS-II - EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)- (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows:  Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.  
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities. The JOSS UA - GE 2016 was performed in period 2016.05.24 - 2016.06.04 in the Black Sea waters (Transects Odessa - Batumi - Constanta) onboard the R/V ""Mare Nigrum"" (Romania). 
Quantitative phytoplankton samples (58 samples at 25 stations) were collected by vertical series consisting from several sampling depths. The depths were chosen aiming to collect samples from main hydrophysical layers. At each station these layers were defined according to the CTD-sounding performed before the phytoplankton sampling. A special attention paid to the fluorescence profiles obtained simultaneously with the CTD-sounding. The samples were collected from upper mixed layer, upper thermocline layer, and deep chlorophyll-a maximum depth. When the vertical distribution of fluorescence allowed to suppose the presence of phytoplankton at such depths, samples from the Cold Intermediate Layer (CIL) at several stations, lower thermocline and near bottom layers were collected additionally. For sample collecting 5L Niskis bottles attached to the CTD rosette system were used. Volume of sample was equal to 3 L. Sampling performed by A. Zotov (IMB NANU), M. Grandova (UkrSCES)",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
6464,"Joint Open Sea Surveys 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)","Grandova M., Terenko G., Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES); (2020): Joint Open Sea Surveys 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)",NA,CC 0 (No Rights Reserved),NA,"Phytoplankton data: species composition, volume of the cell [µm3], abundance [*1000cells/l], biomass (mg/m3) and Carbon biomass collected during the Joint Open Sea Survey (JOSS UA - GE 2017) in the Black Sea waters (Transects Odessa - Batumi) onboard the R/V ""Mare Nigrum"" (Romania) in August - September 2017","Data collected within the EMBLAS-II ""EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)"" (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows: Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.  
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities. The JOSS UA - GE 2017 was performed in period 2017.08.26 to 2017.09.07 in the Black Sea waters (Transects Odessa - Batumi) onboard the R/V ""Mare Nigrum"" (Romania).
54 samples were obtained during JOSS-UA -GE 2017. Quantitative phytoplankton samples were collected by vertical series consisting from several sampling depths. The depths were chosen with an idea to collect samples from main hydrophysical layers. These layers were defined according to CTD-sounding which was fulfilled before the phytoplankton sampling at each station. Special attention was paid to fluorescence profile obtained simultaneously with the CTD-sounding. The samples were collected from the upper mixed layer, upper thermocline layer, and deep chlorophyll-a maximum layer. At several stations also samples from cold intermidiate layer, lower thermocline and near bottom layer were collected when the results of fluorescence sounding allowed to suppose the presence of phytoplankton at such depths. For collecting were used 5 L Niskis bottles, attached to CTD rosette system. The phytoplankton sample was collected at the depth of the fluorescent maximum.  Sampling performed by A. Zotov (IMB NANU), M. Grandova (UkrSCES)",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
6465,"National Pilot Monitoring Studies Phyllophora April 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)","Grandova M., Terenko G. Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES); (2020): National Pilot Monitoring Studies Phyllophora April 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)",NA,CC 0 (No Rights Reserved),NA,"Phytoplankton data: species composition, volume of the cell [µm3], abundance [*1000cells/l], biomass (mg/m3) and Carbon biomass collected during the survey of the National Pilot Monitoring Studies Ukraine (NPMS UA) in the Ukrainian waters (North-Western part of the Black Sea) in the area of the Zernov’s Phyllophora Field onboard the M/V ""Auguste Piccard"" (Ukraine) in April 2017","Data collected within the EMBLAS-II ""EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)"" (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows: Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.  
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities.  The NPMS-2017 (Phyllophora) was performed in period  2017.04.11 to 2017.04.13 in the Ukrainian waters (North-Western part of the Black Sea) in the area of the MPA Zernov’s Phyllophora Field onboard the M/V ""Auguste Piccard"" (Ukraine) .
18 samples were obtained during NPMS UA Phyllophora April 2017. 
Quantitative phytoplankton samples were collected by vertical series consisting from several sampling depths. The depths were chosen with an idea to collect samples from main hydrophysical layers. These layers were defined according to CTD-sounding which was fulfilled before the phytoplankton sampling at each station. Special attention has been paid to fluorescence profiles obtained simultaneously with the CTD-sounding. The samples were collected from upper mixed layer, upper thermocline layer, lower thermocline layer, near bottom layer and chlorophyll-a maximum (if this maximum did not coincide with other sampling layers). For collecting were used 5 L Niskis bottles, attached to CTD rosette system. The phytoplankton sample was collected at the depth of the fluorescent maximum. 1-2 L of water at each discrete depth were sampled. Sampling performed by M. Grandova (UkrSCES)",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
6466,"National Pilot Monitoring Studies Phyllophora July 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)","Grandova M., Terenko G. Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES); (2020): National Pilot Monitoring Studies Phyllophora July 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)",NA,CC 0 (No Rights Reserved),NA,"Phytoplankton data: species composition, volume of the cell [µm3], abundance [*1000cells/l], biomass (mg/m3) and Carbon biomass collected during the survey of the National Pilot Monitoring Studies Ukraine (NPMS UA) in the Ukrainian waters (North-Western part of the Black Sea) in the area of the Zernov’s Phyllophora Field onboard the M/V ""Auguste Piccard"" (Ukraine) in July 201","Data collected within the EMBLAS-II ""EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)"" (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows: Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.  
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities.  The NPMS-2017 (Phyllophora) was performed in period   2017.07.10– 2017.07.11 in the Ukrainian waters (North-Western part of the Black Sea) in the area of the MPA Zernov’s Phyllophora Field onboard the M/V ""Auguste Piccard"" (Ukraine) .
25 samples were obtained during NPMS UA Phyllophora July 2017. 
Quantitative phytoplankton samples were collected by vertical series consisting from several sampling depths. The depths were chosen with an idea to collect samples from main hydrophysical layers. These layers were defined according to CTD-sounding which was fulfilled before the phytoplankton sampling at each station. Special attention has been paid to fluorescence profiles obtained simultaneously with the CTD-sounding. The samples were collected from upper mixed layer, upper thermocline layer, lower thermocline layer, near bottom layer and chlorophyll-a maximum (if this maximum did not coincide with other sampling layers). For collecting were used 5 L Niskis bottles, attached to CTD rosette system. The phytoplankton sample was collected at the depth of the fluorescent maximum. 1-2 L of water at each discrete depth were sampled.  Sampling performed by M. Grandova (UkrSCES)",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
6467,"National Pilot Monitoring Studies August 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)","Grandova M., Terenko G. Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES); (2020): National Pilot Monitoring Studies August 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)",NA,CC 0 (No Rights Reserved),NA,"Phytoplankton data: species composition, volume of the cell [µm3], abundance [*1000cells/l], biomass (mg/m3) and Carbon biomass collected during the survey of the National Pilot Monitoring Studies Ukraine (NPMS UA) in the Ukrainian waters (North-Western part of the Black Sea) onboard the M/V ""Auguste Piccard"" (Ukraine) in August 201","Data collected within the EMBLAS-II ""EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)"" (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows: Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities. The NPMS-2017 was performed in period 2017.08.15 to 2017.08.20 in the Ukrainian waters (North-Western part of the Black Sea) onboard the M/V ""Auguste Piccard"" (Ukraine).  
16 samples were obtained during NPMS UA August 2017. Quantitative phytoplankton samples were collected by vertical series consisting from several sampling depths. The depths were chosen with an idea to collect samples from main hydrophysical layers. These layers were defined according to CTD-sounding which was fulfilled before the phytoplankton sampling at each station. Special attention has been paid to fluorescence profiles obtained simultaneously with the CTD-sounding. The samples were collected from upper mixed layer, upper thermocline layer, lower thermocline layer, near bottom layer and chlorophyll-a maximum (if this maximum did not coincide with other sampling layers). For collecting were used 5 L Niskis bottles, attached to CTD rosette system. The phytoplankton sample was collected at the depth of the fluorescent maximum. 1-2 L of water at each discrete depth were sampled.  Sampling performed by M. Grandova (UkrSCES)",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
6468,"National Pilot Monitoring Studies Phyllophora August 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)","Grandova M., Terenko G. Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES);(2020): National Pilot Monitoring Studies Phyllophora August 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Phytoplankton)",NA,CC 0 (No Rights Reserved),NA,"Phytoplankton data: species composition, volume of the cell [µm3], abundance [*1000cells/l], biomass (mg/m3) and Carbon biomass collected during the survey of the National Pilot Monitoring Studies Ukraine (NPMS UA) in the Ukrainian waters (North-Western part of the Black Sea) in the area of the Zernov’s Phyllophora Field onboard the M/V ""Auguste Piccard"" (Ukraine) in August 2017","Data collected within the EMBLAS-II ""EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)"" (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows: Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.  
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities. The NPMS-2017 (Phyllophora) was performed in period 2017.08.16 to 2017.08.18 in the Ukrainian waters (North-Western part of the Black Sea) in the area of the MPA Zernov’s Phyllophora Field onboard the M/V ""Auguste Piccard"" (Ukraine) . 
17 samples were obtained during NPMS UA Phyllophora August 2017. 
Quantitative phytoplankton samples were collected by vertical series consisting from several sampling depths. The depths were chosen with an idea to collect samples from main hydrophysical layers. These layers were defined according to CTD-sounding which was fulfilled before the phytoplankton sampling at each station. Special attention has been paid to fluorescence profiles obtained simultaneously with the CTD-sounding. The samples were collected from upper mixed layer, upper thermocline layer, lower thermocline layer, near bottom layer and chlorophyll-a maximum (if this maximum did not coincide with other sampling layers). For collecting were used 5 L Niskis bottles, attached to CTD rosette system. The phytoplankton sample was collected at the depth of the fluorescent maximum. 1-2 L of water at each discrete depth were sampled.  Sampling performed by M. Grandova (UkrSCES)",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
6485,"National Pilot Monitoring Studies 2016, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Mesozooplankton)","Kovalishina, S., Dudnik, D., Diadichko, V.; Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES), Institute of Marine Biology (IMB), Academy of Science of Ukraine; (2020): National Pilot Monitoring Studies 2016, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Mesozooplankton)",NA,CC 0 (No Rights Reserved),NA,"Mesozooplankton data: species composition, abundance (ind/m3), biomass (mg/m3) collected during the survey of the National Pilot Monitoring Studies Ukraine (NPMS UA) in the Ukrainian waters (North-Western part of the Black Sea) onboard the R/V ""Mare Nigrum"" (Romania) in May 2016","Data collected within the EMBLAS-II ""EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)"" (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows: Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities. The NPMS-2016 was performed in period 2016.05.17 to 2016.05.21 in the North-Western shelf part of the Black Sea onboard the RV ""Mare Nigrum"".  Mesozooplankton samples were collected by vertical plankton Juday net, 0.1 m2 mouth opening area, 150 µm mesh size, from 2 meters above the bottom or from the lower boundary of the oxic layer to the surface at discrete sampling layers. The length and angle of the wire were taken under consideration for calculation of the wire length to get the target horizon. Sampling performed by S. Kovalishina(UkrSCES).",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
6486,"Joint Open Sea Surveys 2016, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Mesozooplankton)","Kovalishina, S., Nabokin, M., Diamant, A., Diadichko, V.; Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES), Institute of Marine Biology (IMB), Academy of Science of Ukraine; (2020): Joint Open Sea Surveys 2016, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Mesozooplankton)",NA,CC 0 (No Rights Reserved),NA,"Mesozooplankton data: species composition, abundance (ind/m3), biomass (mg/m3) collected during the Joint Open Sea Survey (JOSS UA - GE 2016) in the Black Sea waters (Transects Odessa - Batumi - Constanta) onboard the R/V ""Mare Nigrum"" (Romania) in May-June 2016","Data collected within the EMBLAS-II ""EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)"" (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows: Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.  
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities. The JOSS UA - GE 2016 was performed in period 2016.05.24 - 2016.06.04 in the Black Sea waters (Transects Odessa - Batumi - Constanta) onboard the R/V ""Mare Nigrum"" (Romania). Mesozooplankton samples were collected by vertical plankton Juday net, 0.1 m2 mouth opening area, 150 µm mesh size, from 2 meters above the bottom or from the lower boundary of the oxic layer to the surface at discrete sampling layers. The length and angle of the wire were taken under consideration for calculation of the wire length to get the target horizon. Sampling performed by S. Kovalishina(UkrSCES).",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
6487,"Joint Open Sea Surveys 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Mesozooplankton)","Nabokin M., Zotov, A. Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES), Institute of Marine Biology (IMB), Academy of Science of Ukraine; (2020): Joint Open Sea Surveys 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Mesozooplankton)",NA,CC 0 (No Rights Reserved),NA,"Mesozooplankton data: species composition, abundance (ind/m3), biomass (mg/m3) collected during the Joint Open Sea Survey (JOSS UA - GE 2017) in the Black Sea waters (Transects Odessa - Batumi) onboard the R/V ""Mare Nigrum"" (Romania) in August - September 2017.","Data collected within the EMBLAS-II ""EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)"" (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows: Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.  
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities. The JOSS UA - GE 2017 was performed in period 2017.08.26 to 2017.09.07 in the Black Sea waters (Transects Odessa - Batumi) onboard the R/V ""Mare Nigrum"" (Romania). Mesozooplankton samples were collected by vertical plankton Juday net, 0.1 m2 mouth opening area, 150 µm mesh size, from 2 meters above the bottom or from the lower boundary of the oxic layer to the surface at discrete sampling layers. The length and angle of the wire were taken under consideration for calculation of the wire length to get the target horizon.  Sampling performed by M. Nabokin (UkrSCES)",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
6488,"National Pilot Monitoring Studies Phyllophora April 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Mesozooplankton)","Zotova, O., Nabokin, M.; Ukrainian Scientific Centre of Ecology of the Sea (UkrSCES); (2020): National Pilot Monitoring Studies Phyllophora April 2017, Improving Environmental Monitoring in the Black Sea - Phase II (EMBLAS-II), ENPI/2013/313-169, (Mesozooplankton)",NA,CC 0 (No Rights Reserved),NA,"Mesozooplankton data: species composition, abundance (ind/m3), biomass (mg/m3) collected during the survey of the National Pilot Monitoring Studies Ukraine (NPMS UA) in the Ukrainian waters (North-Western part of the Black Sea) in the area of the Zernov’s Phyllophora Field onboard the M/V ""Auguste Piccard"" (Ukraine) in April 2017","Data collected within the EMBLAS-II ""EU-UNDP Project 'Improving Environmental Monitoring in the Black Sea' (EMBLAS-II)"" (http://emblasproject.org/). EMBLAS-II is co-financed by the European Commission (EC) and United Nations Development Programme (UNDP). The project implementation started on 1 April 2014 and ended on 31 May 2018, having the total duration of 50 months. The EMBLAS project is addressing the overall need for support in protection and restoring the environmental quality and sustainability of the Black Sea. The specific objectives are as follows: Improve availability and quality of Black Sea environmental data in line with the MSFD and Black Sea Strategic Action Plan (2009) needs; Improve partner countries' ability to perform marine environmental monitoring along MSFD principles, taking into account the Black Sea Diagnostic Report II recommendations on capacity building.  
The National Pilot Monitoring Studies (NPMS) and Joint Open Sea Survey (JOSS) Programme was developed within the framework of Project Activities.  The NPMS-2017 (Phyllophora) was performed in period  2017.04.11 - 2017.04.13 in the Ukrainian waters (North-Western part of the Black Sea) in the area of the MPA Zernov’s Phyllophora Field onboard the M/V ""Auguste Piccard"" (Ukraine). Mesozooplankton samples were collected by vertical plankton Juday net, 0.1 m2 mouth opening area, 150 µm mesh size, from 2 meters above the bottom or from the lower boundary of the oxic layer to the surface at discrete sampling layers. The length and angle of the wire were taken under consideration for calculation of the wire length to get the target horizon.",o.neprokin@gmail.com,FALSE,FALSE,Plankton,"Biological monitoring , Biological sampling"
